,image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes
3192,./clothes_dataset\white_dress\3e3f80066b75b087da37c1b74db8d3e0d034fe46.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3193,./clothes_dataset\black_shoes\3a1bb2d6197547038bd7b596133d15f1f0669e5b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3194,./clothes_dataset\brown_shoes\bc32f48b7686a13b38cd898508dde4ce6f940841.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3195,./clothes_dataset\white_shoes\f34922170e7daf3dbb116428e61d6b9d76569dca.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3196,./clothes_dataset\red_shoes\5cd117ccbb60e9625ae7c8aa9d61762978a8c439.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3197,./clothes_dataset\blue_pants\5648a9c6efa37cbcecad4593ac34e438ec36b9bf.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3198,./clothes_dataset\blue_shirt\9bd32aa0759ef59239d353ff3ff5d08a2de41eca.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3199,./clothes_dataset\white_shoes\1a428b962514c97b9be8b715998550a90a2aed46.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3200,./clothes_dataset\green_shirt\45216497e1b7192c8afba9c7e0055555021b5580.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3201,./clothes_dataset\white_dress\22ce59d0e843f9bc8efd9a0c87d08b77ba9b8f72.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3202,./clothes_dataset\blue_dress\2346f06dd5068ab947e595f135dd08f8adb90c92.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3203,./clothes_dataset\red_dress\33ec1e8ca7f97b99cb8d53070af6573ef367707f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3204,./clothes_dataset\blue_shoes\5c7f74a425b8fa8e535e837863c6e6cd6293ce93.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3205,./clothes_dataset\blue_shirt\ef0c7148271ae6f2b8cf681581fb3959be120bf1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3206,./clothes_dataset\black_shoes\5d1f8d79d1bad3f8ae9a4529447207d0fc86d93d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3207,./clothes_dataset\blue_pants\7a08daaa2669962c807d4c7c554127b7e7e7ef73.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3208,./clothes_dataset\red_pants\5df3b503a15b61975037b08c4755d82c7a20131c.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3209,./clothes_dataset\blue_pants\aba35a97c44e78fc9d49e280a7b2e977c9af2f07.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3210,./clothes_dataset\blue_shirt\d5450744225345ad6950613eaad25e6ee107b257.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3211,./clothes_dataset\black_dress\29903c3ac595382ae2f0610af580feca1c5bb4b3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3212,./clothes_dataset\white_dress\bb3e7f69faf502228e7a7201822ae9badfb56e6f.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3213,./clothes_dataset\blue_shirt\8b7f00579e120afb15c250bb53c71e68322fb0af.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3214,./clothes_dataset\black_pants\fc8e026927594f6e0caa2286a06d4bcda83ecc0b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3215,./clothes_dataset\blue_shirt\4dcc59c7d3e02e1d10138789c8f51604be88df0f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3216,./clothes_dataset\black_shoes\7a771f44a7abcfb700033809269352ddd37b97c8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3217,./clothes_dataset\blue_shirt\a3874d178d91dacf3e5ae8ac2da3a7cc7f0242e0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3218,./clothes_dataset\white_shoes\4997a2c97f2d6cf3ea1af082c94dbbd3a4ba5adf.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3219,./clothes_dataset\red_dress\5a05a362b6d32320d203adfc1da6fd3718dd13b6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3220,./clothes_dataset\red_dress\4edf5d16be7ed1e3d72e868f8679e80b0ba1644b.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3221,./clothes_dataset\blue_shirt\a86a2392543193849b321145ddbc7cff56d25d81.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3222,./clothes_dataset\white_dress\79b729f9d1d5a32043734e15a38c169abec5314a.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3223,./clothes_dataset\blue_shirt\8edd1ea1bb06e59d84125b7d389dc9dbc3e5a7dc.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3224,./clothes_dataset\green_pants\4aa2d6045e83b351d62c35f6391118733c580b84.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3225,./clothes_dataset\red_dress\b73ac36037f4d3c9f0bdce2d08b8f55aac2e815a.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3226,./clothes_dataset\blue_shirt\8e7bf380ff8e595f5ded4020252a64e5a921e51d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3227,./clothes_dataset\green_pants\a36aecfe24782a1224248ffe716302e4d22c195b.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3228,./clothes_dataset\white_shorts\af22731e9ce19af484a6d3d465693321c1de17f0.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3229,./clothes_dataset\blue_shirt\19edb88bac981f093412fd5c115adcaedaacc26e.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3230,./clothes_dataset\blue_pants\472bd8f2652385cb98ae09f6da8b818e113fc251.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3231,./clothes_dataset\brown_shoes\8c5f569d99bc6f1b20d3c90558730b5c3ce40233.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3232,./clothes_dataset\green_shoes\3fb436b603da2094831379d218d79ac94696c008.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3233,./clothes_dataset\blue_shorts\4c97dbd521ae7fd59b5b339d4f1cf9a5fe1d6bf7.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3234,./clothes_dataset\black_shorts\1e98e7928787c77d458bb7c3297fc034bdd25aea.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3235,./clothes_dataset\white_dress\33d143e9e9e97e10a55743d69649963ebb4e3d3d.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3236,./clothes_dataset\red_dress\ab8e18a47f3cac5f5d48e4576ee9f42fef2897e1.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3237,./clothes_dataset\black_shoes\0cef8a3d0c7cced8e4ef54a14701059c352fec35.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3238,./clothes_dataset\red_shoes\f88ac3ca435a0b3cf1b173ab7dba2e6406bbee23.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3239,./clothes_dataset\white_dress\73518ce3784a843c5b10e8841197610817691fa2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3240,./clothes_dataset\green_pants\2673302df85748b1eff551ba9716e99aa2861737.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3241,./clothes_dataset\black_shirt\d111b4d5017f9b856c91e6f164d24047b08b5bf6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3242,./clothes_dataset\blue_shirt\f16aae2c80aedda685b6e3b4df58e565df07c0d5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3243,./clothes_dataset\white_shoes\8660742ed13b1520d22ab4cc84e111c718c187a8.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3244,./clothes_dataset\black_pants\bfb8f175f37ec646c7ba2a5395ecd323ba87adfb.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3245,./clothes_dataset\blue_shirt\70cdceeaf9b5d82f44ec8d0451c00f5de8a21ef6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3246,./clothes_dataset\red_shoes\0e12fb834f227024841b8f6f993ead6b07f4827d.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3247,./clothes_dataset\black_pants\a751bde65026d41c184628e3cad5c53efe0a1e13.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3248,./clothes_dataset\black_shorts\1178ade899c2c61b0f8a76d7b29c06695d087541.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3249,./clothes_dataset\red_dress\a96c6e13c0bebaabd873dc6d93a83840bb1f72ef.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3250,./clothes_dataset\black_shorts\717faeca08ea0b9fd20b331d0d474a9861a30b0f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3251,./clothes_dataset\white_dress\e247656964ecec8d88dfb24a4c71bc8eabf6e527.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3252,./clothes_dataset\blue_shoes\7d6027dc296fc2910860a013cc43760b6d8069ca.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3253,./clothes_dataset\blue_pants\6e271fa356975fe797e5081781284dfe7963c83f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3254,./clothes_dataset\red_dress\5853a4681be19c1bf41d82493321405b40efeccf.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3255,./clothes_dataset\red_shoes\c0b12bac683fcb87fbed23beec79456d468cf806.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3256,./clothes_dataset\black_pants\537261cac713737fd714f01dfaf1345a1a0944ff.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3257,./clothes_dataset\red_shoes\eff133215a9d69d35a9d41cd8be890bd6756bb7f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3258,./clothes_dataset\red_dress\53e66c3b4e3ab7f0e31fc908b1c91fb9e3101665.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3259,./clothes_dataset\black_pants\a1d55195d2fa890cb57b692a1eecc6412fb330b9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3260,./clothes_dataset\blue_dress\71079b78866bb8e049eb7218a2efb394372226c0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3261,./clothes_dataset\blue_shoes\72f5b9fc91b620d0c7c2ba95775d3140b061f264.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3262,./clothes_dataset\red_shoes\34fd93c71c6628e1702d9cb2f50a93d6b21349ee.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3263,./clothes_dataset\red_pants\0b6cc71cb51056da4203546e8db1446419fdfa69.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3264,./clothes_dataset\red_shoes\ad9c18a6e5081bae7e5ce8afe11c127762f5048e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3265,./clothes_dataset\black_shirt\802a173fe835121faa1d73c6cfe039eff967f231.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3266,./clothes_dataset\blue_pants\8b0f21ffc86333a6038085a98ed8abe49c14e149.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3267,./clothes_dataset\blue_shirt\39e8184aa07ec50f5242559b590f5fe3330f8311.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3268,./clothes_dataset\blue_pants\3c637977ed7e63ed36043079321ca8ead9875ac4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3269,./clothes_dataset\red_pants\4044310eecd6c1b63bf29fee60e04f057a266d53.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3270,./clothes_dataset\blue_shoes\3be90394247e5e07e5f3d3f64e9731efdf45aee3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3271,./clothes_dataset\white_dress\3170709fd4a7bf360b0afb834c52b9134fddaadb.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3272,./clothes_dataset\black_pants\9efcbfb1660f2ab4d5559fa12d3a22ce3f1170e3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3273,./clothes_dataset\brown_shoes\27f2fca94d2792d2bc7640b2db93e78e851d5d36.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3274,./clothes_dataset\red_dress\c8267272a9dc0743de8801b6e1960c7b65122b11.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3275,./clothes_dataset\black_pants\d774abfff407a3100962e5a80e6980873ba70b95.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3276,./clothes_dataset\black_shirt\51629247e208b1ee035a0cbf45730011a75e2c57.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3277,./clothes_dataset\blue_shorts\39308e62671ea5e4f514f446b7fc693461c6026d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3278,./clothes_dataset\red_dress\5b0b80784027a2283ad6002969d49667d31dd1ae.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3279,./clothes_dataset\green_shirt\52a4fec8e4a8dabb48558590499ad31696c2b43e.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3280,./clothes_dataset\blue_pants\42af347569aede29f534eed67a7827d51cf39b16.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3281,./clothes_dataset\white_shoes\19751b8046fe0479413a6635585fc88ce968b79b.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3282,./clothes_dataset\black_pants\a08a6ad4fc9ff24e040ec647011048b8df394250.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3283,./clothes_dataset\red_dress\c879faef9a41f904580ace1a7ceff81cb9c996f9.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3284,./clothes_dataset\red_dress\f6a1011e945d0fe5f5dfc6a6044e45c98c1ef876.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3285,./clothes_dataset\blue_shirt\881dd9afa656f9e051a05d41077e1aa3cbd2a9ed.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3286,./clothes_dataset\white_dress\de6471ee6ef1f3cf56bd83e6cd2ade9ee16a5eeb.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3287,./clothes_dataset\green_pants\27eac4c1651c633589a9619370eef5ce55c128c8.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3288,./clothes_dataset\white_dress\1330aa94a2a76aaad4e96a5d2bfa912936b92f0a.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3289,./clothes_dataset\blue_pants\74ce0b52bd3211858816b8504ee9c32898af5f35.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3290,./clothes_dataset\blue_shirt\b37adcd6ad75f4dce24a158412b3180bced5a989.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3291,./clothes_dataset\black_shorts\ac9a1edf9cae177cbcf542da810aa3ff40e56e06.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3292,./clothes_dataset\red_dress\b4f5290095dd43b69be9b73fbcb72e7766289e8f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3293,./clothes_dataset\red_shoes\6c473c74f9bfed1ba724344d1b4e3af37ebfbf63.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3294,./clothes_dataset\white_dress\f09ea36ef7bafc16aef35025478c017320010dd1.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3295,./clothes_dataset\black_pants\4ebea69b4bb64e56c5705b8461bffe2023657eae.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3296,./clothes_dataset\black_shirt\740a5d61b4fddbf152f529217446e357ddd83e7f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3297,./clothes_dataset\white_dress\6e2b8f4b0e3c91e92760a7e8206e1cdb9ce1daec.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3298,./clothes_dataset\black_dress\b7f83e631f30b4dff9367648ec4a618ea5b42a35.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3299,./clothes_dataset\red_shoes\1b16171dd8bacdb02a46a036f8fca5c156c5de09.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3300,./clothes_dataset\blue_shoes\b1ef85b79934cd45a29f70fffafd89dbec53c64c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3301,./clothes_dataset\black_dress\f37f4f140c26e2a26bbd1772c84349a9c5b4697f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3302,./clothes_dataset\blue_shoes\5576b97c1f6ddc8068088b906c9d71989a84a62c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3303,./clothes_dataset\brown_pants\9c0e0837dc2334d883e19ff23c0861815270447c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3304,./clothes_dataset\blue_pants\2cf8816fc30ba3c456502b3dc23695c092638e12.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3305,./clothes_dataset\red_dress\00613a3517aaa259def4a91bb8889dfafb36226e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3306,./clothes_dataset\black_pants\d229b0c1dd2409723b492f9f33f31cff15e577a1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3307,./clothes_dataset\black_shoes\5974f5abe3979afb08eab8d0cc94c7dba4898e42.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3308,./clothes_dataset\white_dress\9a08d8174c9cfd775d668f0655c296c07473edd2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3309,./clothes_dataset\red_shoes\e16b080208257e3f5cc11a75829848277af7138d.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3310,./clothes_dataset\black_shoes\62b95e136907e54ccece8c5fb13438415e281544.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3311,./clothes_dataset\black_dress\e7af100c966e056193ad1c7b8b81d9f90af23b0e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3312,./clothes_dataset\black_dress\f70bfc6d2e6e3a310b2e355e7fbd2628e5f15b4e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3313,./clothes_dataset\green_shirt\2447299599dd64c275bdeebbb9b1daac58b3951c.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3314,./clothes_dataset\blue_shirt\3d6a5dd333bdf8d061b8d093b1dcf60dcb9c5f44.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3315,./clothes_dataset\green_shorts\7d80687e04958dbaf113862da08329e5b90f26a7.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3316,./clothes_dataset\green_shorts\f2aa6b2887ccb406e1bb9582af0074db610f759c.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3317,./clothes_dataset\green_shoes\6d1bb446e27f71a179bc2d5545940098d4861d7c.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3318,./clothes_dataset\green_pants\832e87aa239c3bbccafbdca2399db018e43271cb.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3319,./clothes_dataset\black_pants\946e4c86c231cb961ae38f8f5489b58e95851505.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3320,./clothes_dataset\red_shoes\f3074c838a8e1262764bf6454eb7177190368d34.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3321,./clothes_dataset\red_dress\09d48b4bcc4d53fb2cf5d1848b21d9695df0c837.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3322,./clothes_dataset\black_shoes\e4e3d85b4d4626b65ce95b617a4cc20d3fb4a7d3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3323,./clothes_dataset\blue_shoes\ec9be5578805782dc81fa847f7afe2a279893bc8.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3324,./clothes_dataset\black_pants\0f1bb5d0d996ea755bfe6a463ff5b6ceb5634f7f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3325,./clothes_dataset\white_dress\897c52a8b4bf1d5310bc54b9bddacc6a461a351d.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3326,./clothes_dataset\black_dress\f3d916bb20ce66cc407f79ac218eb9d2889dc625.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3327,./clothes_dataset\red_dress\c177ea09c020e65229c3c3d3a27e76efa8fac87f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3328,./clothes_dataset\blue_shorts\b2270ef65227906f4467c484d0499799a447924b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3329,./clothes_dataset\blue_pants\5060d428c9c75ce367742d08b42d62490da81fff.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3330,./clothes_dataset\red_shoes\f87fdc6f41bb6296c60d35f700d44c802cb73738.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3331,./clothes_dataset\white_dress\88fa6129aa0187875bb737780fb99dcc9d97da95.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3332,./clothes_dataset\white_dress\b0cdbf2cf84a5f582daf75bf18558eacd9d3315e.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3333,./clothes_dataset\brown_pants\7471cd28db6c6a895a862c3f998bef86a4b3b65c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3334,./clothes_dataset\blue_shirt\67f6af50701e0993657008e01626e006c5e85f87.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3335,./clothes_dataset\blue_shoes\1381d3fde28efa3aaa48842571b2b05182397dc8.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3336,./clothes_dataset\black_pants\0ece1ab0e3e001827dfb5728443f202d6d16caa7.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3337,./clothes_dataset\green_shoes\f5ba165aae1b542a327c4a8c76e2f303c4efb64d.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3338,./clothes_dataset\black_shirt\0bca1ec337184bef24b5f30c7e7c28839d146acf.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3339,./clothes_dataset\red_pants\67b3946fb8aa3883462e6f67e8656c7ca681ba60.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3340,./clothes_dataset\black_pants\972544092b8b656d978c69994950c4cb239c7b59.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3341,./clothes_dataset\black_pants\3c0f17985c621b6cc9a73c42975d469e243e8cea.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
