image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\blue_shirt\87201030b6211bad8acc648554962909b1911c3f.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\82cca56cb6ac983353141db66dcca26803759872.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_pants\780f628efe1f9a6bec3ac51ba1e0a097227072a1.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_pants\1985f5d7bbe98b597e7e013020842e97f64553fb.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\eba09a61cc373683b9f4ae77b52e1884efb7086c.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\e05ebf27d8eee8245d26a3678c7630301e255e7d.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\c1e657e6b561e04227607beaf5b9d787ef281359.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shorts\1a0d1b0f3112dae2e39ab697a89a85c49ecb6309.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_dress\281cd171089a00f17a8f6e18fae8ac2ac6b94172.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_shoes\b0917ad11e93f5294f0f77a2a75f0bc118738d72.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_pants\b9afc97cd87199db7eb11f12b3a32e7759399e7a.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_pants\5a6a9a22423c05c026d7deacdfa2251d0aaa8e7e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\1eeb9d34cd1106dc1882e6ddfb421ad3499126d2.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_dress\836e62890b76965f928fd34f2ef8cdf79ca47c85.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shirt\e70f4e108788d043c768390f508b69cdc38e80e2.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_dress\a4f8890b07974825eaa42534d0adac79d4cf2f82.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\f6e7a66f6d9fd5152eb627f3e9fb3a9c1870b055.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_pants\d9ebf783ac384430b7216f9304d333389e303a7a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shoes\70a35a7f9bd7632c07e31387fb7bee478242b0b6.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\65b698b63513c4fe12502ffeb99c66ecf723eb23.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_pants\0704061082438c351a433f937a6afef318ac4058.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_dress\4070b4440edf8ee5ddac6356ec0655088e68cc56.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\brown_pants\871e0ceae7346066336ea00ec282101193784c6b.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\blue_dress\10bb81cacaafcc141060c7456efa32514a37078e.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\a1ad536c231ebb8b376e4395d1c3717a4b967ce6.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\fb0c726e5398cd5f590cbc1ee5ec3d9307d49a20.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\1f168706c366d79e35e4be4929b71382d61b5a54.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\cc7efb103f23444d8bf8bb886938a94f128f2b2e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_dress\3b756d97234659a0a09e5d79ffbd0c4516eb783a.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\94530805c34fb9ed5c728c7f0bacec138034e5a4.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\eb80cedb42f3a6351c126d9bc19025ae671855dc.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shoes\d2a1257696114fe38bb76b2c120f8f98a5f9fb0e.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_pants\6bc867b35e2f2d25f4da4cf1dd0b174920548e8e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shoes\bbb0432f2b414e9484a7f1694ab154c889c567ba.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shorts\6ab325247c36a114bdad1f9478deb9623f0b1b20.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_dress\ee5b1d5fd9faf9deb3879fe69cb825c8cf2f6500.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shoes\76482beaae0f8162c6086f6fbc07e6584eb6d9de.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\eb078e2e1ac6e60419a4bd4652365d5590ffa647.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_dress\82bdcfd1164e2dc60071b94caf1ab1997744e343.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_dress\ade1b47189657ef1a61e210ba35bc87ad0b7083f.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shirt\73e082073d2103b2ec2508cb4fdf997bbe1af317.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shirt\1fb3772fd53a4c1c2da8b995f14923be1497edab.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\346ecaa576ddbe88a4ef719744e968faed5c92ff.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_dress\18d1c2ad9d0385538366bf7f7cb6e67ff3799cda.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\95a85d0b604da1aafcb9d1ceb8188f3329929df5.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\c091886682f27649eb9b19ba939f1b8f8d690194.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_shoes\e8b47d7d143056043129dc0c4a8c401936ac5fe5.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_pants\78ebd73e78a7669b1138ecd22eba954033797b3a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\e813583e55dfd930c11a17b728a172f035596980.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_shoes\90146df8c78f26998529bb53f9837ecfeca515e4.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\brown_shoes\20f5b65aa0162e0be5f6e9ca0c4d1b02d29f93fc.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\90c7e9bd46cdb504e6d586460d3c0505fee76b77.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_dress\95219282f5323aff7676fbd1d4ef7fbe8114a013.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_pants\781930577915529a194daea0ea7cadbc827d8c79.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\110a72db306e6ab43f98932b5ee090be8277c76f.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_shoes\bbb27bc9bf81d81bbf4e12a7d86cb18a523567a3.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_pants\af71c63a6df6038c72320f78384217dbdf5f2d27.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_dress\8c963fb0196b4aea476c0d70c8c41bcf4d270fd4.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shorts\8a5b219931e86fb45343e0344ad9310841521a1e.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\white_dress\f36afa48570ee36aa1a1369f873a93829cbf2bac.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\89d05c0ff37e6797d02656b2e68f7aba5082b27e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_pants\3d9d8c7108e65d90b68ff3e9aec1b8a48bb1a98d.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shoes\c5e6ed2dd8a962bde36264d642b587d66b18c060.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\brown_shoes\918c74c8db2cebc53472c87b85de2493ed1e7497.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\a9f3ca1076d1c2299c98a089844a76e35d8e7744.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_shoes\6fbf217fa20086cb91b80721bfe1c0f8f6803f03.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shoes\cd5fc60920c9b7665a85250da5b0b438c787b861.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\0dbca69ae66267621b80bf5b5cb88d55e1926d73.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\brown_shoes\7bbaa1e2527ea041675de426d39acc3101a81088.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\253f0ed7992eb782531708bcee49e4c6106b09a5.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\brown_shoes\624da1c6b13ce6629c0ddb0e6c861df7268c8cb4.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shoes\1ff43f82930ae1ca150616d638e67f2310fddecf.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shirt\aed21846e28c4091d5e1794ca33edd8d0da2aa3a.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shoes\190c510484a4a3c1a9c494ab9671f19403e6300c.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shoes\8c92e9a8a809bbd1b7fbd2d60e6fe21cdea78965.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_pants\5fdc45368853f7e5f103389a1a96dcb9989f3f14.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\c2888bb1731e14e38ff037a6cbcfea7152da7705.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_shoes\3dd0557a60ffa71a9a622217c3fbd135518d6e6d.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_dress\527eb9f449811e5c145b1414ec7f080277fc5c88.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\9a9cfdffeb585f0684660867ea33854705637250.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\39191bc704b386a7bfd9e7d03083d20484f092ee.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shoes\317a9216c7c3feb7f35ae113bf28b8a9c3c14865.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_dress\f2dfc08050c34079c1f7a1bb0accfe749bca338e.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\brown_shoes\9ba388bd01e7cee6e4d138acddd6daf0142a0737.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_pants\3feeb6f9093a43f116fb38f4acc2f6c60f25a6ec.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\white_dress\5523d5f4dac5a3fb928b930295944e28923d3699.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\93fab51b26720e59ec0099369e53ffec713564f2.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\ef30a0a433c55c170bd2ed7b9d6bcc860ecd44c1.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shoes\f6dd57e8e5466f7fa488c39e17b5e16aad0113a9.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shoes\cb7dbc9a0cb0606f0fe14a97a889fdee60290fa7.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_shirt\090d6cfdfdb6124a46302ec75ac92497a71e79bb.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_dress\f1ae7d2e287eb6cef4f796a48a50e17677c75952.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_dress\90b4d431f09f176ba88265fa39aa77de8977a8b9.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shorts\062a74db6a9fb43fbf2d1e1bdb5d47819146a6bf.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\black_dress\98712151b2672ffcbd4984dd1ac59bb5d188b29f.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_shoes\e5eb32160a724126f579852ffa9fc2b803086574.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shoes\df3d4c8a955e14beee6d8b929027ebeacc7ffcf6.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_dress\8ee585e11dcdafdaf0cb2dc61c327bb0854dea05.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\2d5cd36115c54c3d9af023c41c27a1b7c803e6d1.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shorts\c386af67d042559a33af257e8495f682ebe895ae.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\9f4bdd719177de5ed0cb99feb54c18169d82581f.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\fc6aa5a502ed377d487bf7ec4ff3324dbba03b16.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\78a647ef09e0d686d4ca4b3be321a91c23f290fd.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\99a187448fe7676b9a46f6ee47c9d7dea53efc99.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\a2b27c2a377d6c62ad19bb722da74ac58b8e9731.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\f16aae2c80aedda685b6e3b4df58e565df07c0d5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\5d63037300ce0d161109d169d041e9a8f697dd25.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shorts\3b48c128f091e7d5eac78128b48297351ac3bc47.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_shorts\c2e0cb52be112a416cd3858f99351aff361ac5e0.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\brown_pants\435f72d6031b5cee67bc16da629e8b37d858a51e.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shoes\33d7f50e69537a4338c0059942487be2474aba57.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_shirt\cdfccc7b49455105eb41af391a0f7657c6567d40.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shorts\4d541625ed6474b405172b157ac9c333e1a4ac60.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shirt\c5e38861d465e8f21fe61dc056986bbca334daa4.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_dress\0dddd33687c35ef942a64d9469d64b701e986322.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shorts\3a367872737c74355dc26bc2014d4ff173973a49.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_dress\9ea8a0287973e1baa2de90fd144b4789d3ce20b5.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\brown_pants\8d3c59ee4599b57662d7d46ccf63140f581e87d1.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\brown_pants\8f6deae1007c16f29b72bb6428f93b869b23cebc.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_pants\c972de8d42cacf010a9a6429772bc71718e3fc9e.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shorts\c181b1ec964b53a0509bee74fa3aa5b5f5c63ba4.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shoes\3f6690033ae950ab53265b13f04598ab1b8635a0.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shorts\378d97ce89412b1596b3aace22693f9a9b0a2d85.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_shirt\a86a2392543193849b321145ddbc7cff56d25d81.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\brown_pants\bcb3bd852abd81ffe7c48ab9dfd8d20c81ca317b.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_shoes\d9c3aff3836393ee6d8af579584226b707f6c6e5.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shirt\08e7cb3a05cc21ef26180bac7f9b932bf7689289.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\ff3a9cd4441d408580951ea404c6cddcc1ca9a4b.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shoes\c0371bfc7140d2d0c49dde82636e522e03c8ade8.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\e2f8d9f18a1af7418874cec0147a3ae41d0254a6.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\c3c673ed54496b4a04c130c1af538ce7c822ad0e.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\0343ca550c3e4630b32328ec0bd633b19a6ff53c.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_shoes\43f2e53b0bb445ca9b699bd82868e9b3f50cd26c.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shirt\9c2c83353ca7e6be921a21f7314a68fb4690f90c.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_shoes\e01b49006fd59c21d74ef7f44ace6f1d231efbfb.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_pants\be4870c5829e98b5c4f02529188dc155487a2988.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\green_shoes\e23431b35e0fcde1c5f860908476c3f93b8c0e1d.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_dress\a59499d0067a59f124c49e28ea47f05551d4a01d.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_dress\14e77b688e3b491167f2c18544779f485d374747.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\b1d24d8ad143bf0a10887a7207cd6ccd9d66dc13.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shorts\1a9306bc7cb4cc379c356a665406df1af6cca70c.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_dress\d503712eabf91133a46b08af826b7ada101e7f47.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\4d69b74039143f3fec5fc04e30e518d4a4d2f0b7.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\335689780057326364afd19b40b3594be5ced106.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\fcf345eb7dc294695e6c7586a8a5dc32a6a90400.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_dress\44b470a5d896edf2c4ab8107466ec258d4e547c6.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_shoes\ff17fb8602c756a708c43db8bb5ecc588225ecc9.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shirt\2ff84d90f8f51596167958bfa918fb83820b5feb.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shirt\bb86ece0ac3bee6d6a3269cb7b79c6eb9a20a40e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_dress\78aa8cb359c4f4f092551416148a3cfcede003ff.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_dress\d6d0316562d5b56d2b79fb620e91ca766e96166c.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_pants\3a1671700dcb55f169bb718b756ce916f75bd9cf.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shoes\7347e0c0ad0c8e29d3293f643ffe9bbcbbed5a13.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shoes\99041406670dfc9f9ebacda2947acf7ae1d8a577.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_dress\f71f22fa3fe60361dccf0e6d5f1a7bd9f66c6eff.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_shoes\c2cc402b12362e6d3e75b7ab693b19e0d340d5dc.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_pants\fcb5affad81410151e78df59208ed419bf6694b9.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_dress\c7337d69ae19fbe7456b76a624df16564acd6fab.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\e30cef2fcd914f073602a99850b8a0e6bfa7e8b4.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_shoes\12e1349faa005dac1a232e545a52de1acda964c7.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\brown_shoes\19fb5d9ec87934b1c817cd26d8a3bf3d1937ebd3.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_dress\d315133100dd136fc0d3e45c2e4eb6d6d04988e7.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\fa556932c97c8013f7a83b7abf80aced5352dffa.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_shoes\896f98d1b7024bde45d59f1318288a2c2b0f0f84.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shirt\a73a4325328dd2c1bb08d0845286c0ff12e18214.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_pants\7ec2f587ed28b09022a8de46e1a261c4daa4425a.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_dress\6a3b2f8edc11c03e7b63e0f37381af0158143af3.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_pants\975e03d40abd3f844cdf36b565dba327a10ca234.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_shirt\700f6df450382f838681338ab7532dc89cb1bf7a.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shorts\a2d6b23242e70b5aef6113576e0aeb97af4b9775.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_dress\ed6005f174f01cf9bc451bff4af951250c165bbb.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\d1c4412b928ec96d82bd033fb4ceba1d6898a48a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\8ae9bf5ffadd3471c0402bfcb94db8e7fd323077.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_pants\71260f6407d3b64f271c74d4207b4e0cf36d1abf.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_dress\9331e5d966ae76dab777ce07904583b1c13d0466.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_pants\757aabcfc171ba80a424e507bed92e22ece9dad6.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\22d6ff08763a3726ab689ed6274e08ff213b9522.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shirt\9b56f62d3afc252c42bfa1fcac5f414452dbcacb.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\91bd966c5d0f4df4d86769cbfbc323b621984f33.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_dress\287c03e7e4762773750f63572a22fc8004809fbe.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_pants\ee55d5c53622b45628a3824c24e265c5c1aaa031.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\green_shoes\3ac587ed659f7380191582ddebda832ddd7bdc03.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shirt\ad29752f63f2f669ef5c35fa88e1f46410892273.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\45812cc826e599b7fb3746109b867b7f5d927de0.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\14467bdbbfd4af952bcdcb3a3946eab402b40c2e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\c010e5f84b631359d2a32f967345b39774ee1ab7.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_dress\bec66322472cb562ab98960a6dac85fb3e050976.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_pants\3dbf6d35a362a0027b7f7b8a1cff5b86d1862e17.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_dress\f49ba1e6066946cea7b16a6694a2fd2b0927b6d1.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\42427e7d25813fcc34dc0aaa51bdf029ec8f4701.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\09bd8409009f372cc74c4d32f9e01f22a046e190.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_dress\ea076fe749532cb47a82d76355f9a526f81afaeb.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_shoes\30a76d7a7ec8480954dfef14a29bc464ac7fc64d.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\10a31ded1aeea06b4a53998fe7d2893ecf162245.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\01b2036144322f9a3095a203e49134176b25d29a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shorts\23d2d99bb1c0ddb3bcd2b3d0c9d6c74e43e0898b.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_dress\7a933e1a1930303158f83ddef827d2d29e3668e4.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\brown_shorts\dd2c568194ea2dae35432805a49acbf24a7f634e.jpg,0,0,1,0,0,0,0,0,0,1,0,2
